tweet_id,topic_category,tweet_timestamp,sentiment_score,positive_score,negative_score,neutral_score,impressions,likes,engagement_count
T39383,Finance,2025-01-06T09:24:00.000Z,0.76996846,0.295967967,0.673125487,0.504428297,4471,1408,501
T39393,Sports,2025-01-13T04:05:00.000Z,0.243758476,0.49738816,0.053517048,0.1258862,16789,4516,387
T39405,Finance,2025-01-23T10:21:00.000Z,0.500796855,0.882360168,0.318946843,0.454935662,3943,779,501
T39411,Finance,2025-01-22T00:25:00.000Z,0.291883867,0.589668754,0.549183217,0.055502305,13762,4766,649
T39419,Cloud,2025-01-11T00:29:00.000Z,0.500796855,0.248954533,0.05010924,0.078501415,17333,1104,961
T3943,Finance,2025-01-22T01:28:00.000Z,0.318362536,0.045533615,0.953607387,0.441148661,1615,4402,561
T39432,AI,2025-01-02T14:28:00.000Z,0.500796855,0.512187635,0.340395231,0.613363746,17157,3847,471
T39447,AI,2025-01-09T14:35:00.000Z,0.222039817,0.319288797,0.221318516,0.577099073,9201,1522,164
T39456,Cloud,2025-01-22T14:47:00.000Z,0.500796855,0.820399199,0.018608039,0.816928749,6369,1286,669
T39457,AI,2025-01-07T22:14:00.000Z,0.500796855,0.658872411,0.133971859,0.504428297,14025,4695,501
T39458,AI,2025-01-16T03:25:00.000Z,0.311425826,0.29786742,0.492344545,0.710925279,10496,703,406
T39467,Cloud,2025-01-19T20:09:00.000Z,0.796934167,0.064446957,0.175586899,0.28507966,7623,4595,377
T39473,Sports,2025-01-05T05:20:00.000Z,0.570669105,0.401106832,0.318688117,0.612647516,17133,993,944
T3948,AI,2025-01-13T16:32:00.000Z,0.318311311,0.803603819,0.761197561,0.978775585,17420,4511,47
T39499,Finance,2025-01-03T19:32:00.000Z,0.323363102,0.014592538,0.843591932,0.224700848,3883,3370,212
T39504,AI,2025-01-19T19:35:00.000Z,0.500796855,0.160925152,0.378347906,0.821416989,7818,4549,970
T39508,Sports,2025-01-09T02:39:00.000Z,0.335749366,0.020492911,0.369055177,0.034793558,13658,4333,773
T39523,Cloud,2025-01-04T18:59:00.000Z,0.15897893,0.668845945,0.48132817,0.336205294,2482,1053,884
T39527,Cloud,2025-01-20T23:30:00.000Z,0.387017264,0.695882247,0.939119848,0.27937079,19821,3307,316
T39528,AI,2025-01-18T22:45:00.000Z,0.500796855,0.668307686,0.143257523,0.468785836,13314,2364,493
T39533,Cloud,2025-01-01T06:26:00.000Z,0.500796855,0.49738816,0.877936712,0.504428297,4773,194,862
T3954,AI,2025-01-09T17:40:00.000Z,0.218110174,0.395571875,0.925316702,0.047227047,19513,3031,321
T39544,Finance,2025-01-09T18:58:00.000Z,0.177454537,0.757749632,0.898356884,0.841714136,5182,4220,9
T39546,Sports,2025-01-04T10:36:00.000Z,0.668662635,0.178957963,0.162953618,0.195612525,17626,1702,86
T39548,Cloud,2025-01-10T18:22:00.000Z,0.992884299,0.974399331,0.445081336,0.240369731,19836,3093,338
T39553,AI,2025-01-04T13:46:00.000Z,0.684136113,0.677217777,0.213575767,0.971496849,6090,981,319
T39555,Sports,2025-01-09T18:34:00.000Z,0.500796855,0.184814235,0.759761138,0.383880291,7832,2538,352
T39559,Sports,2025-01-15T08:41:00.000Z,0.121745628,0.3853049,0.822639843,0.243400461,14759,272,776
T39560,Cloud,2025-01-07T16:11:00.000Z,0.794566402,0.032586361,0.319508875,0.391268142,13254,2230,365
T39568,AI,2025-01-03T14:51:00.000Z,0.646620612,0.591012398,0.748770647,0.200384029,9189,3995,77
T39580,Cloud,2025-01-18T12:36:00.000Z,0.22379345,0.67949169,0.92678482,0.952443094,1735,4377,350
T39588,Cloud,2025-01-10T18:15:00.000Z,0.511221765,0.037341802,0.89993286,0.351152076,1132,541,151
T39600,Sports,2025-01-20T08:12:00.000Z,0.196741817,0.268207642,0.067378607,0.343259436,12395,3066,507
T39625,Sports,2025-01-16T06:58:00.000Z,0.500796855,0.322184304,0.278693332,0.114110298,10943,3042,587
T39627,Finance,2025-01-21T08:38:00.000Z,0.997672735,0.865848971,0.362182325,0.011030664,5114,2178,874
T39640,Sports,2025-01-09T12:01:00.000Z,0.500796855,0.105973168,0.998468038,0.504428297,18146,453,888
T39649,Sports,2025-01-03T08:49:00.000Z,0.500796855,0.612267371,0.583549541,0.65859926,2878,754,384
T3966,Sports,2025-01-01T10:15:00.000Z,0.500796855,0.410950524,0.221539631,0.561863717,7964,3361,987
T39666,Finance,2025-01-15T08:37:00.000Z,0.500796855,0.255570142,0.323523521,0.918598601,15722,1007,501
T39668,Cloud,2025-01-22T15:20:00.000Z,0.500796855,0.69742712,0.137973469,0.298918555,6246,3915,684
T39701,Cloud,2025-01-03T01:47:00.000Z,0.356964114,0.955595421,0.779694315,0.663100185,1855,452,358
T39702,Sports,2025-01-05T19:14:00.000Z,0.495650465,0.73702384,0.167942057,0.617664377,17284,81,636
T39704,Sports,2025-01-04T19:27:00.000Z,0.457535449,0.49738816,0.972405627,0.437372178,19553,4003,302
T3971,AI,2025-01-12T21:10:00.000Z,0.500796855,0.815276839,0.975867663,0.211800966,11776,3915,137
T39723,Finance,2025-01-22T09:43:00.000Z,0.131733173,0.051606447,0.283513151,0.802557131,2586,2329,501
T39725,Finance,2025-01-05T16:14:00.000Z,0.500796855,0.837960987,0.978759324,0.252254517,3294,602,687
T39729,Finance,2025-01-18T17:04:00.000Z,0.796134638,0.762643218,0.322465867,0.377667903,18754,2798,906
T39733,Cloud,2025-01-03T21:39:00.000Z,0.468525517,0.249581459,0.358028378,0.930629323,9529,4050,813
T39735,Finance,2025-01-16T22:46:00.000Z,0.500796855,0.015908069,0.978135986,0.23202194,18820,2823,390
T39748,Finance,2025-01-01T19:26:00.000Z,0.697864687,0.326508796,0.493085634,0.005642472,7694,2494,583
T39752,Cloud,2025-01-16T02:31:00.000Z,0.500796855,0.605812283,0.753261007,0.856032825,5582,49,66
T39762,Sports,2025-01-23T08:45:00.000Z,0.500796855,0.371788773,0.594625059,0.993566329,10130,1382,875
T39764,AI,2025-01-11T00:13:00.000Z,0.24867155,0.444140579,0.643392509,0.697570837,3086,2697,193
T39770,AI,2025-01-02T04:56:00.000Z,0.500796855,0.345371716,0.839463464,0.809141212,7228,1915,33
T39781,AI,2025-01-07T20:51:00.000Z,0.500796855,0.15197769,0.492344545,0.177929264,2477,233,796
T39789,Cloud,2025-01-19T23:07:00.000Z,0.500796855,0.242931002,0.177547571,0.719390191,3932,3542,544
T39790,Cloud,2025-01-06T09:38:00.000Z,0.449060884,0.244330634,0.548697824,0.02042094,15751,4782,124
T39792,AI,2025-01-21T03:41:00.000Z,0.500796855,0.49738816,0.331513021,0.283810748,3895,3023,371
T39799,Sports,2025-01-20T18:16:00.000Z,0.500796855,0.426893777,0.769840271,0.538417947,12569,2863,372
T39804,Finance,2025-01-22T09:55:00.000Z,0.500796855,0.64518948,0.440002144,0.451681477,2200,1379,875
T39815,Cloud,2025-01-18T10:02:00.000Z,0.972082555,0.49738816,0.808084403,0.685827046,15009,71,393
T39821,AI,2025-01-07T17:24:00.000Z,0.500796855,0.569626748,0.677538303,0.237248986,17161,1333,657
T39824,AI,2025-01-06T16:25:00.000Z,0.329245367,0.484034195,0.90174757,0.936332757,5059,2843,682
T39829,Finance,2025-01-15T00:27:00.000Z,0.500796855,0.795291253,0.380498161,0.951596272,434,2324,482
T39834,Cloud,2025-01-08T18:45:00.000Z,0.291932178,0.75249313,0.584165919,0.086646904,8206,3946,128
T39846,AI,2025-01-12T02:39:00.000Z,0.823536181,0.103166736,0.874235012,0.81133923,10568,3960,598
T3985,Cloud,2025-01-02T11:23:00.000Z,0.671895498,0.375507944,0.67136058,0.571569731,10189,2494,422
T39856,Cloud,2025-01-19T03:33:00.000Z,0.500796855,0.883056494,0.149604722,0.493430048,11402,4329,374
T39858,Sports,2025-01-22T12:51:00.000Z,0.702821507,0.649887936,0.326212517,0.459241273,6797,4429,331
T39861,Sports,2025-01-17T12:53:00.000Z,0.446218915,0.910575635,0.449266712,0.693805338,13212,3425,963
T39869,Sports,2025-01-01T20:17:00.000Z,0.500796855,0.170905399,0.157232324,0.08172675,19979,3888,160
T39875,AI,2025-01-17T03:41:00.000Z,0.500796855,0.499990077,0.216004372,0.010853417,3457,608,613
T3989,Cloud,2025-01-22T07:52:00.000Z,0.500796855,0.21024749,0.0052033,0.504428297,11541,4256,703
T39899,Cloud,2025-01-12T08:03:00.000Z,0.500796855,0.995634101,0.452422324,0.204587244,6113,3667,134
T39938,AI,2025-01-20T22:36:00.000Z,0.500796855,0.891152413,0.31547164,0.091573926,3755,3724,961
T39941,Sports,2025-01-23T17:30:00.000Z,0.867323166,0.532702269,0.678320002,0.50699005,12072,361,152
T39963,Sports,2025-01-16T18:30:00.000Z,0.500513304,0.743058013,0.903355657,0.291580367,7693,4257,549
T39974,Finance,2025-01-03T11:22:00.000Z,0.060961298,0.335238646,0.860378343,0.518648659,5848,1018,178
T39988,Finance,2025-01-04T23:26:00.000Z,0.500796855,0.49738816,0.492344545,0.878946342,6080,110,640
T39994,AI,2025-01-09T11:42:00.000Z,0.500796855,0.9859287,0.368892353,0.250202238,18911,1707,721
T39998,Finance,2025-01-06T00:07:00.000Z,0.500796855,0.64165146,0.039670316,0.489251202,9546,399,542
T4003,Finance,2025-01-13T06:38:00.000Z,0.500796855,0.191108999,0.816608561,0.504428297,4131,2494,180
T4011,AI,2025-01-01T21:15:00.000Z,0.176379919,0.809737149,0.888202127,0.868265829,9181,4864,249
T4022,AI,2025-01-14T11:19:00.000Z,0.500796855,0.028343449,0.07905866,0.453400296,2424,926,153
T4024,Finance,2025-01-13T05:01:00.000Z,0.500796855,0.992748037,0.735471601,0.964247165,16904,2494,372
T4026,Cloud,2025-01-15T00:34:00.000Z,0.500796855,0.898091983,0.40051145,0.990673693,3481,984,700
T4029,Sports,2025-01-10T22:15:00.000Z,0.854028953,0.263541781,0.884101725,0.090926135,10130,1785,851
T4054,Cloud,2025-01-01T19:42:00.000Z,0.500796855,0.252174287,0.650990728,0.604331113,7753,2494,536
T4073,Sports,2025-01-13T12:57:00.000Z,0.500796855,0.001238891,0.492344545,0.274724286,2525,2494,597
T4095,AI,2025-01-22T11:51:00.000Z,0.500796855,0.516143736,0.011554497,0.438825022,10130,4022,474
T4106,Finance,2025-01-01T23:36:00.000Z,0.500796855,0.78987777,0.34710544,0.361751462,9422,660,690
T4112,Cloud,2025-01-14T11:05:00.000Z,0.026671168,0.49738816,0.65518031,0.720794437,19620,2419,83
T4141,Cloud,2025-01-05T17:22:00.000Z,0.500796855,0.679856272,0.882718953,0.309090339,10418,3985,245
T4148,Finance,2025-01-09T11:24:00.000Z,0.500796855,0.840783237,0.132200012,0.712216818,16467,1710,302
T4152,Sports,2025-01-11T00:46:00.000Z,0.500796855,0.424098605,0.625653921,0.195899191,6534,4624,339
T416,Finance,2025-01-08T12:28:00.000Z,0.500796855,0.902672505,0.838355182,0.978968541,18583,510,659
T4183,AI,2025-01-19T15:04:00.000Z,0.284891613,0.38265058,0.975820867,0.311664853,7995,2827,7
T4195,Cloud,2025-01-11T13:47:00.000Z,0.422967476,0.195602214,0.492344545,0.220673512,17082,3525,332
T4203,Cloud,2025-01-04T13:05:00.000Z,0.199783609,0.234599472,0.183583135,0.94552131,16864,3919,533
T4218,Sports,2025-01-18T07:59:00.000Z,0.500796855,0.217380654,0.540980992,0.886965397,11617,2128,869
T4224,AI,2025-01-07T18:03:00.000Z,0.500796855,0.838632906,0.492344545,0.635351496,7254,4505,882
T4237,Sports,2025-01-05T18:48:00.000Z,0.731022334,0.525741863,0.03637437,0.811569019,10130,1278,727
T4247,AI,2025-01-14T20:59:00.000Z,0.049241816,0.915159763,0.326877519,0.482094901,1826,4410,956
T4262,Sports,2025-01-03T18:07:00.000Z,0.554046151,0.986792944,0.652150117,0.214731911,19625,1245,501
T4275,Cloud,2025-01-08T17:15:00.000Z,0.500796855,0.095849002,0.320548157,0.474539311,18927,4970,796
T4295,Finance,2025-01-13T02:33:00.000Z,0.413517376,0.371637586,0.603006528,0.940739794,5424,2673,81
T4296,Finance,2025-01-22T03:37:00.000Z,0.500796855,0.359260931,0.769173572,0.937337949,10130,1000,295
T4317,Cloud,2025-01-18T02:17:00.000Z,0.500796855,0.956095132,0.588512032,0.990387011,17771,2667,506
T4325,Sports,2025-01-04T10:01:00.000Z,0.500796855,0.974199528,0.37831375,0.17257572,19287,2192,908
T4328,Sports,2025-01-03T17:32:00.000Z,0.400743337,0.49738816,0.128364753,0.835207226,852,524,896
T4338,Finance,2025-01-16T07:33:00.000Z,0.31736392,0.643170542,0.735478538,0.089643704,6750,1563,501
T436,Finance,2025-01-03T13:01:00.000Z,0.342737046,0.223864503,0.28286749,0.164595822,3072,2694,756
T4362,AI,2025-01-23T03:37:00.000Z,0.2293294,0.084108713,0.312802467,0.839923307,830,3294,101
T4368,Sports,2025-01-18T21:58:00.000Z,0.500796855,0.979911729,0.524373283,0.309167156,4397,1913,827
T437,Cloud,2025-01-10T04:17:00.000Z,0.500796855,0.257164922,0.025762268,0.736910848,8844,459,448
T438,Sports,2025-01-18T02:14:00.000Z,0.500796855,0.064872966,0.492344545,0.728270924,3253,3614,645
T4381,Sports,2025-01-02T01:37:00.000Z,0.417663906,0.833195497,0.493138177,0.94773354,3213,2206,569
T4392,Cloud,2025-01-09T12:26:00.000Z,0.500796855,0.931991745,0.191899445,0.089639549,9816,2299,940
T4397,Cloud,2025-01-04T03:30:00.000Z,0.500796855,0.463977651,0.243649823,0.011648284,15066,2496,299
T4441,Cloud,2025-01-22T10:04:00.000Z,0.500796855,0.49738816,0.267253094,0.728396996,10130,3705,804
T4446,Cloud,2025-01-07T23:16:00.000Z,0.500796855,0.151636717,0.405416885,0.456350488,18179,1478,108
T4455,Finance,2025-01-07T11:08:00.000Z,0.500796855,0.031193454,0.03724676,0.737997576,10359,2964,855
T4476,AI,2025-01-23T11:00:00.000Z,0.007696465,0.77197518,0.666275919,0.436027249,15412,2559,145
T4486,Sports,2025-01-13T22:08:00.000Z,0.118817992,0.409132633,0.515280656,0.473259052,13367,1300,699
T4496,Finance,2025-01-06T08:00:00.000Z,0.323699705,0.501169499,0.266021988,0.370864769,8589,380,445
T4497,AI,2025-01-01T05:19:00.000Z,0.842328811,0.569436396,0.448806159,0.698448058,10130,2792,134
T4503,Finance,2025-01-10T21:56:00.000Z,0.500796855,0.49738816,0.079995069,0.410859212,13398,2074,182
T4504,Sports,2025-01-04T00:35:00.000Z,0.768557457,0.390986074,0.774553744,0.791224717,6963,4067,886
T4506,Sports,2025-01-04T09:41:00.000Z,0.738293721,0.49738816,0.348394223,0.859751157,3662,1386,504
T4516,Cloud,2025-01-15T14:08:00.000Z,0.949427446,0.15579178,0.97071338,0.171037902,11489,4266,607
T4523,Cloud,2025-01-13T04:24:00.000Z,0.500796855,0.365369483,0.900049809,0.504428297,10130,1062,587
T4530,Finance,2025-01-17T07:09:00.000Z,0.500796855,0.809510331,0.326883424,0.200162753,17187,4660,475
T4537,Sports,2025-01-06T15:55:00.000Z,0.04994525,0.823001385,0.345209719,0.263876668,17912,4835,283
T4565,Finance,2025-01-03T18:06:00.000Z,0.500796855,0.613422284,0.525931848,0.398031363,10130,4995,435
T4570,Finance,2025-01-20T03:40:00.000Z,0.500796855,0.904309491,0.130404571,0.613414793,7242,1332,679
T4572,Cloud,2025-01-07T17:52:00.000Z,0.500796855,0.49738816,0.492344545,0.648613672,9,1820,383
T4573,Finance,2025-01-11T18:12:00.000Z,0.211303142,0.6250949,0.736527059,0.620715997,2902,2837,995
T4577,Sports,2025-01-22T17:43:00.000Z,0.500796855,0.157438963,0.974453854,0.840656012,8403,440,904
T4578,Finance,2025-01-03T16:23:00.000Z,0.500796855,0.611027577,0.221504688,0.02795323,15102,2672,344
T458,Cloud,2025-01-02T13:43:00.000Z,0.500796855,0.381318182,0.906816631,0.831186435,19793,3651,431
T4585,Cloud,2025-01-15T01:36:00.000Z,0.693970346,0.091272654,0.640087579,0.031924038,15696,848,332
T4591,Finance,2025-01-14T17:27:00.000Z,0.017344611,0.716238007,0.738213134,0.734145139,17172,2750,846
T460,Cloud,2025-01-05T23:11:00.000Z,0.78136672,0.460459306,0.399270645,0.164902743,10790,3731,396
T4604,Cloud,2025-01-16T15:10:00.000Z,0.500796855,0.169403721,0.13361128,0.229738796,17901,1015,28
T4606,AI,2025-01-21T20:32:00.000Z,0.500796855,0.973068882,0.47743492,0.402020533,16354,2087,169
T4620,Sports,2025-01-20T10:14:00.000Z,0.500796855,0.49738816,0.638236727,0.464177862,14706,2722,758
T4621,Sports,2025-01-08T20:01:00.000Z,0.462073971,0.390173082,0.864287069,0.953008736,8396,3701,802
T4626,Cloud,2025-01-14T21:45:00.000Z,0.600549902,0.772398818,0.861544009,0.344754074,11430,742,505
T4639,Finance,2025-01-21T20:43:00.000Z,0.481186719,0.61409236,0.492344545,0.361186719,10130,1331,638
T4647,Cloud,2025-01-08T23:08:00.000Z,0.749962332,0.790816056,0.56318398,0.658953736,16851,4820,859
T4663,Finance,2025-01-08T10:56:00.000Z,0.500796855,0.710349373,0.492344545,0.53468875,9385,2691,883
T4665,Cloud,2025-01-22T07:41:00.000Z,0.22545455,0.17237105,0.596159704,0.404289633,19456,449,176
T4670,AI,2025-01-22T14:14:00.000Z,0.007324022,0.942460918,0.6672751,0.247208166,16958,1508,948
T4677,AI,2025-01-24T02:38:00.000Z,0.679334362,0.933450118,0.362395236,0.541822225,12555,3290,808
T4683,Sports,2025-01-09T02:11:00.000Z,0.500796855,0.011368715,0.553371899,0.983973287,18040,4181,217
T4687,Cloud,2025-01-04T09:35:00.000Z,0.500796855,0.317647325,0.04909565,0.589523158,11168,3041,685
T469,AI,2025-01-21T12:18:00.000Z,0.500796855,0.13760058,0.123025299,0.70785641,15536,4328,24
T4692,Finance,2025-01-14T19:22:00.000Z,0.500796855,0.787763027,0.398725038,0.108150676,4168,333,831
T4694,Sports,2025-01-01T04:58:00.000Z,0.500796855,0.286735198,0.504052144,0.692973161,18143,4915,952
T4698,AI,2025-01-14T05:26:00.000Z,0.212991339,0.830537536,0.309335123,0.26765201,14751,1658,950
T4708,AI,2025-01-22T05:51:00.000Z,0.500796855,0.496593697,0.25989264,0.52007734,1093,4485,303
T4711,AI,2025-01-05T14:51:00.000Z,0.500796855,0.49738816,0.492344545,0.704815914,18482,1213,374
T4720,Cloud,2025-01-23T02:57:00.000Z,0.500796855,0.438555938,0.366186466,0.320030853,18535,2949,871
T4728,Sports,2025-01-01T22:41:00.000Z,0.500796855,0.298220945,0.350561733,0.334706776,5918,1363,247
T4736,Cloud,2025-01-18T05:06:00.000Z,0.900339018,0.406112944,0.536485104,0.639385183,6951,1799,486
T4739,Cloud,2025-01-08T19:31:00.000Z,0.742300174,0.971551326,0.932598289,0.472871771,8481,4761,100
T4740,AI,2025-01-04T15:30:00.000Z,0.787297105,0.163307033,0.080631319,0.121036939,4467,52,923
T481,AI,2025-01-12T06:40:00.000Z,0.1866519,0.193487154,0.840632603,0.59750536,6404,940,570
T4823,Finance,2025-01-03T00:09:00.000Z,0.500796855,0.268614936,0.784429482,0.225014493,16591,810,396
T4841,Cloud,2025-01-15T08:00:00.000Z,0.691164348,0.834927338,0.35848431,0.735602821,18313,3061,230
T4861,Finance,2025-01-23T02:42:00.000Z,0.504660683,0.179135977,0.379622753,0.098127327,10057,202,864
T4876,Sports,2025-01-21T21:50:00.000Z,0.500796855,0.877407181,0.69775943,0.137924526,10945,22,492
T4890,Sports,2025-01-03T19:38:00.000Z,0.500796855,0.49738816,0.065303989,0.914798943,9426,4598,184
T4896,Sports,2025-01-14T06:38:00.000Z,0.946342585,0.945871294,0.385524202,0.864492609,15201,1364,552
T49,Sports,2025-01-23T11:28:00.000Z,0.006094819,0.859829956,0.401543319,0.504428297,9333,4100,29
T4909,Cloud,2025-01-14T20:35:00.000Z,0.500796855,0.88697767,0.969477767,0.04908466,4576,755,356
T4914,Finance,2025-01-01T11:12:00.000Z,0.818340208,0.49235009,0.675429838,0.512086149,17928,1416,328
T4917,Cloud,2025-01-15T19:54:00.000Z,0.490459709,0.430604415,0.657101168,0.187732039,14954,393,217
T4935,Finance,2025-01-21T02:55:00.000Z,0.577670096,0.84392314,0.052550866,0.6633239,10224,1892,686
T4938,Finance,2025-01-14T03:05:00.000Z,0.500796855,0.886135033,0.625431314,0.900431923,1817,318,554
T4941,Finance,2025-01-12T09:28:00.000Z,0.500796855,0.856403877,0.492344545,0.51678523,5729,4801,639
T4943,Sports,2025-01-04T10:14:00.000Z,0.500796855,0.429003741,0.83531342,0.635939417,6735,1604,247
T4952,AI,2025-01-21T01:46:00.000Z,0.500796855,0.699819732,0.717046865,0.678545485,2145,3176,602
T4955,Finance,2025-01-01T11:38:00.000Z,0.500796855,0.228457143,0.527879076,0.883227834,16020,1906,929
T496,Finance,2025-01-23T10:18:00.000Z,0.500796855,0.297503374,0.685931471,0.504428297,12825,990,353
T4968,Cloud,2025-01-06T00:21:00.000Z,0.500796855,0.292974742,0.495721277,0.394191489,18041,3103,197
T497,AI,2025-01-08T10:04:00.000Z,0.483825422,0.27326216,0.344831754,0.914471787,2130,365,107
T4974,Finance,2025-01-09T00:40:00.000Z,0.500796855,0.512215969,0.603322383,0.165220275,843,1353,568
T4976,Finance,2025-01-16T07:57:00.000Z,0.625860234,0.754122838,0.545159922,0.120448447,18212,3393,410
T4979,Cloud,2025-01-22T19:42:00.000Z,0.524726549,0.345441131,0.580461565,0.173862262,128,2709,925
T4980,AI,2025-01-22T21:08:00.000Z,0.89650003,0.955440389,0.241272243,0.344889711,14756,2097,856
T4985,Cloud,2025-01-06T06:02:00.000Z,0.500796855,0.05333364,0.975346337,0.944883486,9526,741,750
T4986,Cloud,2025-01-08T04:09:00.000Z,0.500796855,0.49738816,0.268269891,0.924164438,5310,1931,199
T4990,Finance,2025-01-10T16:00:00.000Z,0.486013911,0.004304747,0.528007764,0.125892939,9228,3879,446
T4996,Cloud,2025-01-08T10:34:00.000Z,0.500796855,0.242517334,0.679519866,0.820047689,12147,2818,71
T5002,Sports,2025-01-16T22:16:00.000Z,0.500796855,0.112176774,0.25253482,0.915421236,8643,740,651
T5028,AI,2025-01-23T18:27:00.000Z,0.472309731,0.49738816,0.987183758,0.511890497,14012,1970,6
T5038,AI,2025-01-13T01:38:00.000Z,0.443562408,0.017561366,0.978789199,0.581280747,388,3123,646
T5040,Cloud,2025-01-13T17:23:00.000Z,0.500796855,0.023128974,0.515446069,0.867158339,2007,2501,253
T5044,Cloud,2025-01-15T19:47:00.000Z,0.369147587,0.499762874,0.627217857,0.324802364,7685,2318,510
T5048,Sports,2025-01-02T04:19:00.000Z,0.500796855,0.64001551,0.031935018,0.590090169,10130,1964,545
T5050,AI,2025-01-08T08:56:00.000Z,0.500796855,0.979508898,0.688285202,0.542863765,16779,1949,219
T5056,Cloud,2025-01-17T02:51:00.000Z,0.500796855,0.533551717,0.83690762,0.148299713,3069,2205,637
T5066,Sports,2025-01-19T04:15:00.000Z,0.500796855,0.324636742,0.131017104,0.594871029,17445,2494,555
T5071,Sports,2025-01-02T04:59:00.000Z,0.64485538,0.11104464,0.273253536,0.504428297,1856,1602,361
T5075,AI,2025-01-23T23:52:00.000Z,0.500796855,0.163690952,0.172842404,0.857242477,2394,11,811
T5076,Finance,2025-01-12T17:40:00.000Z,0.416758543,0.628257717,0.525044138,0.27321824,12350,850,249
T508,Finance,2025-01-22T22:34:00.000Z,0.492146404,0.158935162,0.231263681,0.118096458,3468,2494,844
T5113,Finance,2025-01-10T19:56:00.000Z,0.500796855,0.360122371,0.542005273,0.523476556,7560,1937,415
T5118,AI,2025-01-19T06:34:00.000Z,0.460489882,0.600661489,0.517696289,0.504428297,19087,1457,235
T5120,Cloud,2025-01-07T23:52:00.000Z,0.466058707,0.384829037,0.492344545,0.078366691,14874,1779,432
T5143,Cloud,2025-01-15T16:00:00.000Z,0.806111924,0.761989802,0.801877079,0.388929003,661,2676,932
T5144,Sports,2025-01-07T19:11:00.000Z,0.825440457,0.770053276,3.31E-04,0.702801024,6752,3672,642
T5153,AI,2025-01-08T02:11:00.000Z,0.500796855,0.574645522,0.0959562,0.431552164,15857,2543,370
T5182,Sports,2025-01-09T03:21:00.000Z,0.500796855,0.041198099,0.383234052,0.476429099,11057,3763,503
T5184,AI,2025-01-16T01:02:00.000Z,0.793440609,0.965406948,0.735256092,0.765667898,10130,2387,567
T5191,Sports,2025-01-23T23:47:00.000Z,0.195685083,0.755796629,0.504503848,0.694953257,12565,2326,373
T5195,Sports,2025-01-23T11:25:00.000Z,0.090443115,0.224419133,0.467355297,0.277239393,212,1641,600
T5201,Sports,2025-01-09T00:42:00.000Z,0.500796855,0.132502694,0.400570403,0.209764332,17687,2620,294
T5213,AI,2025-01-13T23:25:00.000Z,0.500796855,0.126347797,0.308208567,0.948756551,9577,149,756
T5214,Finance,2025-01-23T09:30:00.000Z,0.372733974,0.099351495,0.567781679,0.204901725,12459,684,596
T5218,Sports,2025-01-14T01:08:00.000Z,0.500796855,0.450844327,0.994952522,0.148777762,18977,3904,214
T5221,AI,2025-01-03T04:35:00.000Z,0.38699206,0.093729787,0.431923029,0.633704368,11384,2997,49
T5223,Finance,2025-01-10T03:01:00.000Z,0.500796855,0.441255973,0.940751707,0.531919748,16827,2494,220
T5236,Finance,2025-01-22T19:54:00.000Z,0.41675154,0.601243094,0.105499042,0.654151523,13194,2162,113
T5253,Sports,2025-01-08T08:43:00.000Z,0.500796855,0.348968309,0.845502617,0.927938603,9206,3910,766
T5271,Sports,2025-01-02T00:20:00.000Z,0.500796855,0.475189746,0.735748883,0.512313861,1969,3361,445
T5275,Cloud,2025-01-02T01:53:00.000Z,0.684209001,0.205806234,0.31967684,0.309171697,5320,3055,422
T528,Cloud,2025-01-22T19:03:00.000Z,0.500796855,0.808849974,0.151225031,0.615376817,14850,4589,492
T5285,AI,2025-01-04T23:10:00.000Z,0.530227873,0.99585194,0.597036939,0.887009963,15739,4510,722
T5287,Sports,2025-01-17T16:27:00.000Z,0.500796855,0.288080168,0.098246861,0.402420933,13115,3330,917
T5298,Sports,2025-01-06T10:48:00.000Z,0.654919775,0.174044266,0.831456974,0.945595532,582,4175,878
T5305,Sports,2025-01-07T23:41:00.000Z,0.92141212,0.220921924,0.804484669,0.905623891,7905,2124,321
T5329,AI,2025-01-11T11:55:00.000Z,0.447650348,0.263906699,0.434792177,0.018380654,15870,3977,622
T5330,Sports,2025-01-11T12:10:00.000Z,0.14681758,0.442975896,0.427407654,0.999134545,1143,4420,410
T5334,Finance,2025-01-06T08:26:00.000Z,0.370886257,0.397878859,0.492344545,0.287437351,15620,3675,335
T5356,Sports,2025-01-23T13:07:00.000Z,0.500796855,0.020893947,0.709332516,0.332390509,257,1275,109
T5362,AI,2025-01-01T16:05:00.000Z,0.358179737,0.121747579,0.724370716,0.070215813,11361,4458,501
T5365,AI,2025-01-05T13:31:00.000Z,0.511118201,0.157177158,0.229943419,0.008500919,11008,2890,734
T5366,Finance,2025-01-02T18:07:00.000Z,0.500796855,0.198466206,0.521284275,0.465281858,14949,1,998
T5375,Cloud,2025-01-19T04:07:00.000Z,0.601415094,0.625944236,0.702582419,0.496212913,16057,328,788
T5387,Cloud,2025-01-08T20:49:00.000Z,0.500796855,0.718058384,0.647140425,0.268234434,15333,2494,732
T5424,Sports,2025-01-23T05:20:00.000Z,0.051742455,0.677908121,0.012953793,0.104574708,9122,467,733
T5428,Cloud,2025-01-10T20:05:00.000Z,0.769865514,0.152106106,0.344856979,0.963167868,14837,1837,254
T5437,AI,2025-01-03T00:07:00.000Z,0.500796855,0.439398439,0.268819351,0.805204601,3066,2062,745
